DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
201421233;12/05/2020 12:00:00 AM;Pacific    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;12/05/2020 12:00:00 AM;1750;14;1494;23;F;TRANSPORTATION FACILITY (AIRPORT)           ;400;IC
201408953;03/28/2020 12:00:00 AM;Pacific    ;BURGLARY FROM VEHICLE                                   ;03/23/2020 12:00:00 AM;230;14;1469;28;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
201411615;05/29/2020 12:00:00 AM;Pacific    ;BURGLARY FROM VEHICLE                                   ;05/29/2020 12:00:00 AM;2136;14;1432;41;F;STREET                                      ;500;IC
201416833;09/07/2020 12:00:00 AM;Pacific    ;BRANDISH WEAPON                                         ;09/07/2020 12:00:00 AM;2200;14;1487;50;M;RESTAURANT/FAST FOOD                        ;201;IC
201418155;10/03/2020 12:00:00 AM;Pacific    ;TRESPASSING                                             ;10/03/2020 12:00:00 AM;30;14;1407;50;M;OTHER BUSINESS                              ;               ;IC
201418150;10/02/2020 12:00:00 AM;Pacific    ;BURGLARY                                                ;10/02/2020 12:00:00 AM;1425;14;1431;24;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
201417871;09/27/2020 12:00:00 AM;Pacific    ;BATTERY - SIMPLE ASSAULT                                ;09/26/2020 12:00:00 AM;2255;14;1407;32;F;STREET                                      ;306;IC
201410431;05/04/2020 12:00:00 AM;Pacific    ;BURGLARY, ATTEMPTED                                     ;05/04/2020 12:00:00 AM;1945;14;1438;49;M;SINGLE FAMILY DWELLING                      ;               ;AA
201409048;03/30/2020 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;03/22/2020 12:00:00 AM;1100;14;1428;50;F;SINGLE FAMILY DWELLING                      ;               ;IC
201407860;03/07/2020 12:00:00 AM;Pacific    ;ROBBERY                                                 ;03/07/2020 12:00:00 AM;345;14;1455;47;F;SINGLE FAMILY DWELLING                      ;400;IC
201418663;10/07/2020 12:00:00 AM;Pacific    ;FAILURE TO YIELD                                        ;10/07/2020 12:00:00 AM;2232;14;1463;0;X;STREET                                      ;               ;IC
201419399;10/28/2020 12:00:00 AM;Pacific    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;10/28/2020 12:00:00 AM;2225;14;1466;53;M;STREET                                      ;               ;IC
211420241;10/21/2021 12:00:00 AM;Pacific    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);01/01/2020 12:00:00 AM;1200;14;1483;7;F;SINGLE FAMILY DWELLING                      ;400;AO
201408997;03/30/2020 12:00:00 AM;Pacific    ;BATTERY POLICE (SIMPLE)                                 ;03/30/2020 12:00:00 AM;48;14;1494;36;X;TRANSPORTATION FACILITY (AIRPORT)           ;400;IC
211405061;01/17/2021 12:00:00 AM;Pacific    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;12/11/2020 12:00:00 AM;1150;14;1431;0;X;OTHER PREMISE                               ;               ;AA
201418138;10/02/2020 12:00:00 AM;Pacific    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;10/02/2020 12:00:00 AM;910;14;1485;62;M;SIDEWALK                                    ;               ;IC
201421513;12/12/2020 12:00:00 AM;Pacific    ;VEHICLE - STOLEN                                        ;12/11/2020 12:00:00 AM;2000;14;1441;0; ;STREET                                      ;               ;IC
201412646;06/22/2020 12:00:00 AM;Pacific    ;VEHICLE - STOLEN                                        ;05/31/2020 12:00:00 AM;800;14;1488;0; ;OTHER BUSINESS                              ;               ;IC
201415088;08/07/2020 12:00:00 AM;Pacific    ;VEHICLE - STOLEN                                        ;08/07/2020 12:00:00 AM;1500;14;1464;0; ;PARKING LOT                                 ;               ;IC
201416447;08/30/2020 12:00:00 AM;Pacific    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;08/30/2020 12:00:00 AM;1040;14;1488;26;F;HOTEL                                       ;               ;IC
201419403;10/28/2020 12:00:00 AM;Pacific    ;BURGLARY                                                ;10/27/2020 12:00:00 AM;2230;14;1431;0;X;RESTAURANT/FAST FOOD                        ;               ;IC
201414972;08/05/2020 12:00:00 AM;Pacific    ;VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC);07/06/2020 12:00:00 AM;1530;14;1443;0;X;HIGH SCHOOL                                 ;               ;IC
201406189;02/06/2020 12:00:00 AM;Pacific    ;TRESPASSING                                             ;02/06/2020 12:00:00 AM;2230;14;1479;0;X;SIDEWALK                                    ;               ;IC
201410597;05/08/2020 12:00:00 AM;Pacific    ;BATTERY - SIMPLE ASSAULT                                ;05/08/2020 12:00:00 AM;1700;14;1445;27;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AA
