DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
200616726;10/15/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                ;10/15/2020 12:00:00 AM;705;6;645;0;X;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);305;IC
200609309;04/21/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;04/20/2020 12:00:00 AM;2345;6;676;44;M;STREET                                      ;               ;IC
200618372;11/21/2020 12:00:00 AM;Hollywood  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;11/21/2020 12:00:00 AM;2305;6;677;0;F;STREET                                      ;400;IC
200612953;07/21/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                ;06/01/2020 12:00:00 AM;1800;6;646;71;M;OTHER BUSINESS                              ;               ;IC
200619113;12/11/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;12/09/2020 12:00:00 AM;1300;6;649;0; ;STREET                                      ;               ;IC
210604974;01/26/2021 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;11/28/2020 12:00:00 AM;1400;6;646;23;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AA
200608604;04/01/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;03/22/2020 12:00:00 AM;1450;6;666;54;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
200616100;09/30/2020 12:00:00 AM;Hollywood  ;BATTERY WITH SEXUAL CONTACT                             ;09/30/2020 12:00:00 AM;1700;6;645;31;F;STREET                                      ;400;IC
200617784;11/09/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 ;11/09/2020 12:00:00 AM;630;6;656;0;X;COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S,;400;IC
200618460;11/25/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                ;11/23/2020 12:00:00 AM;1630;6;647;0;X;OTHER BUSINESS                              ;               ;IC
200616468;10/09/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   ;10/07/2020 12:00:00 AM;620;6;629;50;F;PARKING LOT                                 ;               ;IC
200608050;03/17/2020 12:00:00 AM;Hollywood  ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;03/17/2020 12:00:00 AM;1640;6;668;20;M;SIDEWALK                                    ;511;IC
200618227;11/19/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;11/18/2020 12:00:00 AM;2030;6;663;0; ;STREET                                      ;               ;IC
200617342;10/29/2020 12:00:00 AM;Hollywood  ;OTHER MISCELLANEOUS CRIME                               ;10/29/2020 12:00:00 AM;1300;6;677;0;X;STREET                                      ;               ;IC
200613913;08/12/2020 12:00:00 AM;Hollywood  ;OTHER MISCELLANEOUS CRIME                               ;08/12/2020 12:00:00 AM;1;6;646;0;X;STREET                                      ;               ;IC
200604051;01/02/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 ;01/01/2020 12:00:00 AM;2300;6;668;19;M;STREET                                      ;200;IC
200612201;07/05/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                ;07/05/2020 12:00:00 AM;830;6;679;53;M;SINGLE FAMILY DWELLING                      ;400;IC
200614732;08/31/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        ;08/30/2020 12:00:00 AM;2000;6;646;0; ;STREET                                      ;               ;IC
200606873;02/24/2020 12:00:00 AM;Hollywood  ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             ;02/24/2020 12:00:00 AM;10;6;647;12;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO
200618022;11/14/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;11/14/2020 12:00:00 AM;1550;6;645;0;X;CLOTHING STORE                              ;               ;IC
200612154;07/03/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;07/03/2020 12:00:00 AM;1340;6;632;28;M;OTHER BUSINESS                              ;400;IC
