DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status;Part 1-2;Crm Cd;Mocodes;Vict Descent;Premis Cd;Weapon Desc;Status Desc;LOCATION
232019737;12/09/2023 12:00:00 AM;Olympic    ;THEFT OF IDENTITY                                       ;11/27/2023 12:00:00 AM;800;20;2011;57;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;1822 0100 0344 0928;W;501;;Invest Cont;100 S  IRVING                       BL
232012570;06/28/2023 12:00:00 AM;Olympic    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;06/23/2023 12:00:00 AM;1330;20;2029;0;X;OTHER PREMISE                               ;               ;IC;1;440;1822 0344;X;710;;Invest Cont;500 S  VERMONT                      AV
232017348;11/01/2023 12:00:00 AM;Olympic    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;11/01/2023 12:00:00 AM;30;20;2064;35;M;SINGLE FAMILY DWELLING                      ;               ;AO;2;745;0329 1822;H;501;;Adult Other;2800 W  12TH                         ST
232018248;11/22/2023 12:00:00 AM;Olympic    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;11/20/2023 12:00:00 AM;600;20;2062;0;X;VEHICLE, PASSENGER/TRUCK                    ;               ;IC;2;740;0329 1822;X;122;;Invest Cont;3100 W  PICO                         BL
232014928;09/02/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;08/31/2023 12:00:00 AM;1400;20;2029;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;VERMONT
232013374;07/27/2023 12:00:00 AM;Olympic    ;TRESPASSING                                             ;07/27/2023 12:00:00 AM;2350;20;2014;0;X;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;2;888;1822;X;502;;Invest Cont;200 S  NORMANDIE                    AV
232019386;12/02/2023 12:00:00 AM;Olympic    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;11/07/2023 12:00:00 AM;450;20;2039;32;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;1;440;0378 0344 1822;B;502;;Invest Cont;600 S  HOOVER                       ST
232012575;07/08/2023 12:00:00 AM;Olympic    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;07/01/2023 12:00:00 AM;700;20;2071;37;F;STREET                                      ;               ;IC;2;740;1300 0329 1822 2004;H;101;;Invest Cont;3100 W  PICO                         BL
232004421;01/11/2023 12:00:00 AM;Olympic    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;01/10/2023 12:00:00 AM;1900;20;2056;37;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;2;740;0329 1822;A;502;;Invest Cont;900 S  VERMONT                      AV
232015290;09/11/2023 12:00:00 AM;Olympic    ;THEFT OF IDENTITY                                       ;01/01/2023 12:00:00 AM;1235;20;2039;69;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;2;354;1822 0344 0100 1202;H;502;;Invest Cont;2800    LEEWARD                      AV
232018294;11/23/2023 12:00:00 AM;Olympic    ;BURGLARY                                                ;11/23/2023 12:00:00 AM;1625;20;2038;24;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;1;310;1822 0321 0342 0345 2037 2006 0218;B;502;;Invest Cont;3100    WILSHIRE                     BL
232009140;05/03/2023 12:00:00 AM;Olympic    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;05/03/2023 12:00:00 AM;30;20;2002;30;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;IC;2;626;0408 0416 0444 0913 1243 1813 2000;B;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;500 N  GRAMERCY                     PL
232006360;01/13/2023 12:00:00 AM;Olympic    ;THEFT OF IDENTITY                                       ;01/13/2023 12:00:00 AM;1740;20;2016;20;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;2;354;1822 0344 0100 0930;H;502;;Invest Cont;200 S  MARIPOSA                     AV
232000573;02/03/2023 12:00:00 AM;Olympic    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;02/03/2023 12:00:00 AM;530;20;2033;30;M;STREET                                      ;204;AA;1;230;1822 1266 0416 0334 0411 0431 0319 0445 2004 1402;W;101;FOLDING KNIFE;Adult Arrest;WILSHIRE
232017488;10/22/2023 12:00:00 AM;Olympic    ;PICKPOCKET                                              ;10/22/2023 12:00:00 AM;1;20;2017;30;M;BAR/COCKTAIL/NIGHTCLUB                      ;               ;IC;1;352;1822 0344 1206;W;207;;Invest Cont;200 S  VERMONT                      AV
232006906;03/12/2023 12:00:00 AM;Olympic    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;03/01/2023 12:00:00 AM;100;20;2099;57;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;2;745;1822 0329;W;502;;Invest Cont;1900    MAGNOLIA                     AV
232012620;07/09/2023 12:00:00 AM;Olympic    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;07/05/2023 12:00:00 AM;1100;20;2021;49;F;STREET                                      ;               ;IC;1;420;0385 1300 1606 1822 0358;K;101;;Invest Cont;400 S  NORTON                       AV
232014098;08/12/2023 12:00:00 AM;Olympic    ;BRANDISH WEAPON                                         ;08/12/2023 12:00:00 AM;2128;20;2038;22;X;SIDEWALK                                    ;114;AA;1;761;1822 0334 0302 1212 0917;X;102;AIR PISTOL/REVOLVER/RIFLE/BB GUN;Adult Arrest;VERMONT                      AV
232013009;07/18/2023 12:00:00 AM;Olympic    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;07/18/2023 12:00:00 AM;430;20;2002;53;F;SIDEWALK                                    ;512;IC;1;230;0431 1822 2023;H;102;MACE/PEPPER SPRAY;Invest Cont;MAPLEWOOD
232012232;06/29/2023 12:00:00 AM;Olympic    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;06/29/2023 12:00:00 AM;2015;20;2053;24;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);511;AA;2;930;0913 0432 0400 0421 0444 0448 0603 0340;H;502;VERBAL THREAT;Adult Arrest;900 S  OXFORD                       AV
232005114;01/30/2023 12:00:00 AM;Olympic    ;BURGLARY                                                ;01/30/2023 12:00:00 AM;1200;20;2029;57;F;SINGLE FAMILY DWELLING                      ;               ;IC;1;310;1607 0321 0344 0352 1822 1221;H;501;;Invest Cont;400 S  COMMONWEALTH                 AV
232018148;11/06/2023 12:00:00 AM;Olympic    ;BURGLARY FROM VEHICLE                                   ;11/05/2023 12:00:00 AM;2200;20;2005;26;M;DRIVEWAY                                    ;               ;IC;1;330;0344 1822 1605;C;104;;Invest Cont;4500    ROSEWOOD                     AV
232001039;11/11/2023 12:00:00 AM;Olympic    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;11/11/2023 12:00:00 AM;1910;20;2074;33;M;PARKING LOT                                 ;312;AO;1;230;0334 0432 1309 1822 1402;H;108;PIPE/METAL PIPE;Adult Other;2100    VENICE                       BL
232009301;03/21/2023 12:00:00 AM;Olympic    ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                ;03/21/2023 12:00:00 AM;1600;20;2029;0;X;DRUG STORE                                  ;               ;IC;1;343;0104 0325 0378 1822;X;403;;Invest Cont;300 S  VERMONT                      AV
232019896;12/29/2023 12:00:00 AM;Olympic    ;THEFT OF IDENTITY                                       ;11/30/2023 12:00:00 AM;518;20;2076;59;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;1822 0929 0928 0100;H;501;;Invest Cont;1700 S  CATALINA                     ST
232019909;12/31/2023 12:00:00 AM;Olympic    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;12/31/2023 12:00:00 AM;925;20;2073;21;F;STREET                                      ;102;IC;1;230;0371 0913 1309 0340 0334 0302 0421 0906 0432 0202;H;101;HAND GUN;Invest Cont;WESTERN                      AV
232005039;01/28/2023 12:00:00 AM;Olympic    ;VIOLATION OF COURT ORDER                                ;01/28/2023 12:00:00 AM;1120;20;2088;21;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;AO;2;900;0913 2038 0361 0603;H;502;;Adult Other;1700    MAGNOLIA                     AV
232015203;09/09/2023 12:00:00 AM;Olympic    ;BURGLARY FROM VEHICLE                                   ;09/08/2023 12:00:00 AM;2100;20;2021;26;F;STREET                                      ;               ;IC;1;330;1300 1307 1822 0344 0321;W;101;;Invest Cont;300    WESTMINSTER                  AV
232007458;03/27/2023 12:00:00 AM;Olympic    ;ROBBERY                                                 ;03/27/2023 12:00:00 AM;1240;20;2056;26;F;MTA BUS                                     ;400;AA;1;210;2004 0344 0400 0432 2049 2051 0910 1822;H;801;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Arrest;VERMONT
242004149;01/05/2023 12:00:00 AM;Olympic    ;ROBBERY                                                 ;01/05/2023 12:00:00 AM;1600;20;2074;22;M;STREET                                      ;102;AO;1;210;1822 1310 1311 0371 0334 0312 0355 0432 0342 0344;H;101;HAND GUN;Adult Other;15TH                         ST
232007815;04/06/2023 12:00:00 AM;Olympic    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;04/06/2023 12:00:00 AM;215;20;2022;0;X;OTHER BUSINESS                              ;               ;AA;2;740;0329 1822;X;203;;Adult Arrest;3900 W  6TH                          ST
232018845;11/22/2023 12:00:00 AM;Olympic    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;11/22/2023 12:00:00 AM;1550;20;2027;0;X;RESTAURANT/FAST FOOD                        ;               ;IC;1;442;1822 0344 0325 1309 0342;X;210;;Invest Cont;3300    WILSHIRE                     BL
232010182;05/14/2023 12:00:00 AM;Olympic    ;PICKPOCKET                                              ;05/14/2023 12:00:00 AM;40;20;2022;28;F;NIGHT CLUB (OPEN EVENINGS ONLY)             ;               ;IC;1;352;1822 0344;K;735;;Invest Cont;600 S  WESTERN                      AV
232006399;02/07/2023 12:00:00 AM;Olympic    ;THEFT OF IDENTITY                                       ;02/01/2023 12:00:00 AM;805;20;2076;22;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;0100 0344 0922 0930 1822;H;501;;Invest Cont;1700 S  BERENDO                      ST
232013631;08/02/2023 12:00:00 AM;Olympic    ;THEFT, PERSON                                           ;08/02/2023 12:00:00 AM;1910;20;2033;63;F;STREET                                      ;400;IC;1;350;1202 0344 0305 1822 0216 0342 0346;H;101;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;WILSHIRE
232011718;06/18/2023 12:00:00 AM;Olympic    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;06/18/2023 12:00:00 AM;25;20;2058;60;F;PARKING LOT                                 ;               ;IC;1;331;0385 0344 1822 0342 1202 1309 0326 1602;H;108;;Invest Cont;900    MAGNOLIA                     AV
232006208;02/24/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;02/23/2023 12:00:00 AM;1730;20;2034;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;3400 W  8TH                          ST
