DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC
232004773;01/23/2023 12:00:00 AM;Olympic    ;OTHER ASSAULT                                           ;01/21/2023 12:00:00 AM;1920
232015074;09/06/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;09/05/2023 12:00:00 AM;625
232008498;04/20/2023 12:00:00 AM;Olympic    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;04/20/2023 12:00:00 AM;50
232008228;04/13/2023 12:00:00 AM;Olympic    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;04/10/2023 12:00:00 AM;1245
232018927;12/06/2023 12:00:00 AM;Olympic    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;12/06/2023 12:00:00 AM;2230
232005486;02/05/2023 12:00:00 AM;Olympic    ;BATTERY WITH SEXUAL CONTACT                             ;02/05/2023 12:00:00 AM;300
232019752;12/24/2023 12:00:00 AM;Olympic    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;12/22/2023 12:00:00 AM;1903
232016852;10/19/2023 12:00:00 AM;Olympic    ;CRUELTY TO ANIMALS                                      ;10/19/2023 12:00:00 AM;1720
232015122;09/07/2023 12:00:00 AM;Olympic    ;BATTERY - SIMPLE ASSAULT                                ;09/07/2023 12:00:00 AM;1200
232014607;08/26/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;07/28/2023 12:00:00 AM;1700
232019713;12/23/2023 12:00:00 AM;Olympic    ;BURGLARY FROM VEHICLE                                   ;12/20/2023 12:00:00 AM;2150
232006499;03/01/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;02/26/2023 12:00:00 AM;2330
232018550;11/30/2023 12:00:00 AM;Olympic    ;BURGLARY, ATTEMPTED                                     ;11/25/2023 12:00:00 AM;547
232017140;10/26/2023 12:00:00 AM;Olympic    ;CHILD ANNOYING (17YRS & UNDER)                          ;10/26/2023 12:00:00 AM;735
232008194;04/13/2023 12:00:00 AM;Olympic    ;BURGLARY FROM VEHICLE                                   ;04/12/2023 12:00:00 AM;1700
232011110;06/04/2023 12:00:00 AM;Olympic    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;05/19/2023 12:00:00 AM;1110
