DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status;Part 1-2;Crm Cd;Mocodes;Vict Descent;Premis Cd;Weapon Desc;Status Desc;LOCATION
201116512;12/11/2020 12:00:00 AM;Northeast  ;VIOLATION OF RESTRAINING ORDER                          ;12/10/2020 12:00:00 AM;1200;11;1189;32;F;SINGLE FAMILY DWELLING                      ;               ;AO;2;901;2038;H;501;;Adult Other;3500    MARMION                      WY
201107187;03/11/2020 12:00:00 AM;Northeast  ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;03/10/2020 12:00:00 AM;950;11;1145;39;F;SINGLE FAMILY DWELLING                      ;               ;IC;1;440;0344 0394;W;501;;Invest Cont;2400    MC CREADY                    AV
201113554;09/13/2020 12:00:00 AM;Northeast  ;BRANDISH WEAPON                                         ;09/12/2020 12:00:00 AM;1950;11;1118;0;F;RESTAURANT/FAST FOOD                        ;200;IC;1;761;1822 0334;X;210;KNIFE WITH BLADE 6INCHES OR LESS;Invest Cont;5600 N  FIGUEROA                     ST
201112477;08/14/2020 12:00:00 AM;Northeast  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;08/13/2020 12:00:00 AM;2300;11;1151;31;M;OTHER BUSINESS                              ;312;AA;1;230;0416 1822;O;203;PIPE/METAL PIPE;Adult Arrest;VERMONT                      AV
201108772;04/27/2020 12:00:00 AM;Northeast  ;VEHICLE - STOLEN                                        ;04/26/2020 12:00:00 AM;2030;11;1141;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;KENMORE                      AV
201113362;09/07/2020 12:00:00 AM;Northeast  ;SHOTS FIRED AT INHABITED DWELLING                       ;09/07/2020 12:00:00 AM;1230;11;1135;30;M;SINGLE FAMILY DWELLING                      ;106;IC;1;251;1100 1407;W;501;UNKNOWN FIREARM;Invest Cont;2700 W  AVENUE 34
201107627;03/23/2020 12:00:00 AM;Northeast  ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;03/23/2020 12:00:00 AM;30;11;1129;26;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AA;1;236;2000 1814 0913 0408 0416 0401;H;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Arrest;600    SAN PASCUAL                  AV
201108420;04/16/2020 12:00:00 AM;Northeast  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;04/16/2020 12:00:00 AM;1045;11;1138;0;X;CONSTRUCTION SITE                           ;               ;IC;1;341;0344;X;118;;Invest Cont;5800    BUCHANAN                     ST
201111799;07/24/2020 12:00:00 AM;Northeast  ;VEHICLE - STOLEN                                        ;07/23/2020 12:00:00 AM;800;11;1161;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;1100 N  KENMORE                      AV
201105713;02/08/2020 12:00:00 AM;Northeast  ;BUNCO, ATTEMPT                                          ;02/08/2020 12:00:00 AM;1110;11;1124;19;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;666;0344 0701;H;501;;Invest Cont;3300    PORTNER                      ST
201105149;01/27/2020 12:00:00 AM;Northeast  ;ROBBERY                                                 ;01/27/2020 12:00:00 AM;1447;11;1162;0;X;SIDEWALK                                    ;400;AA;1;210;0344 0400 0416 0945 1601 2004 0378 0446 0325;X;102;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Arrest;4500 W  SUNSET                       BL
201109819;05/27/2020 12:00:00 AM;Northeast  ;THEFT OF IDENTITY                                       ;05/27/2020 12:00:00 AM;1100;11;1112;37;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;0935 0929;W;501;;Invest Cont;4500    CALEDONIA                    WY
201111785;07/24/2020 12:00:00 AM;Northeast  ;BURGLARY                                                ;07/24/2020 12:00:00 AM;600;11;1109;48;F;SINGLE FAMILY DWELLING                      ;               ;AO;1;310;2004 1402 1606;W;501;;Adult Other;5100    DAHLIA                       DR
201115246;10/29/2020 12:00:00 AM;Northeast  ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;10/15/2020 12:00:00 AM;1604;11;1112;24;F;SINGLE FAMILY DWELLING                      ;               ;IC;1;440;0349 0394 1265;W;501;;Invest Cont;4500    VISTA SUPERB                 DR
201108911;05/01/2020 12:00:00 AM;Northeast  ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;05/01/2020 12:00:00 AM;100;11;1129;31;F;SINGLE FAMILY DWELLING                      ;400;AO;2;626;1814 0400 2000;H;501;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Other;6400    CRESCENT                     ST
201117102;12/30/2020 12:00:00 AM;Northeast  ;VEHICLE - STOLEN                                        ;12/30/2020 12:00:00 AM;615;11;1177;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;2000 N  FIGUEROA                     ST
201113618;09/15/2020 12:00:00 AM;Northeast  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;09/14/2020 12:00:00 AM;215;11;1113;31;M;STREET                                      ;511;IC;1;420;0344;W;101;VERBAL THREAT;Invest Cont;4500    COLLEGE VIEW                 AV
201108361;04/15/2020 12:00:00 AM;Northeast  ;VEHICLE - STOLEN                                        ;04/14/2020 12:00:00 AM;1700;11;1171;0; ;DRIVEWAY                                    ;               ;IC;1;510;;;104;;Invest Cont;3000    EFFIE                        ST
201108844;04/29/2020 12:00:00 AM;Northeast  ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;04/20/2020 12:00:00 AM;2130;11;1141;30;F;STREET                                      ;               ;IC;1;331;0344 0386;W;101;;Invest Cont;1800 N  BERENDO                      ST
201107307;03/14/2020 12:00:00 AM;Northeast  ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;03/13/2020 12:00:00 AM;2130;11;1102;46;M;COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S,;511;IC;2;930;0443 0104;H;252;VERBAL THREAT;Invest Cont;2900    LOS FELIZ                    BL
201108343;04/15/2020 12:00:00 AM;Northeast  ;BRANDISH WEAPON                                         ;04/14/2020 12:00:00 AM;1505;11;1129;31;M;STREET                                      ;207;IC;1;761;0906 0334 1822 0371 1313 0207;A;101;OTHER KNIFE;Invest Cont;POLLARD
201107736;03/25/2020 12:00:00 AM;Northeast  ;BIKE - STOLEN                                           ;03/23/2020 12:00:00 AM;2130;11;1161;28;M;PORCH, RESIDENTIAL                          ;               ;IC;1;480;1608 0344;W;119;;Invest Cont;1100 N  ALEXANDRIA                   AV
201105589;02/05/2020 12:00:00 AM;Northeast  ;VEHICLE - ATTEMPT STOLEN                                ;02/05/2020 12:00:00 AM;300;11;1171;56;M;STREET                                      ;               ;IC;1;520;1601 0329;B;101;;Invest Cont;1400    ELEVADO                      ST
201112116;08/02/2020 12:00:00 AM;Northeast  ;BURGLARY                                                ;08/02/2020 12:00:00 AM;1;11;1142;0;X;OTHER BUSINESS                              ;               ;IC;1;310;0344;X;203;;Invest Cont;1800 N  VERMONT                      AV
201105984;02/14/2020 12:00:00 AM;Northeast  ;BURGLARY FROM VEHICLE                                   ;02/13/2020 12:00:00 AM;1300;11;1142;33;F;STREET                                      ;               ;IC;1;330;1300 1307 0344;W;101;;Invest Cont;FRANKLIN                     AV
201111425;07/14/2020 12:00:00 AM;Northeast  ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;07/10/2020 12:00:00 AM;1730;11;1105;59;F;STREET                                      ;               ;IC;1;331;0385 0344;F;101;;Invest Cont;5200    LOCKHAVEN                    AV
201105128;01/27/2020 12:00:00 AM;Northeast  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;01/26/2020 12:00:00 AM;2140;11;1118;25;M;STREET                                      ;102;IC;1;230;1822 0906 1402 1407 1100 0430 1300 1313 0371;H;101;HAND GUN;Invest Cont;AVENUE 56
