DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC
220310871;05/17/2022 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;10/13/2020 12:00:00 AM;1
220315349;08/17/2022 12:00:00 AM;Southwest  ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;10/18/2020 12:00:00 AM;2033
230305033;01/22/2023 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;12/01/2020 12:00:00 AM;401
230320625;11/30/2023 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;07/20/2020 12:00:00 AM;1025
230305920;02/07/2023 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;02/07/2020 12:00:00 AM;955
220305265;01/24/2022 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;10/12/2020 12:00:00 AM;5
230309007;04/08/2023 12:00:00 AM;Southwest  ;BATTERY - SIMPLE ASSAULT                                ;10/13/2020 12:00:00 AM;1
220309639;04/26/2022 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;10/01/2020 12:00:00 AM;1
220304314;01/07/2021 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;07/17/2020 12:00:00 AM;1755
220318344;10/12/2022 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;01/01/2020 12:00:00 AM;1200
210319043;11/17/2021 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;07/29/2020 12:00:00 AM;1210
220310240;05/07/2022 12:00:00 AM;Southwest  ;BUNCO, GRAND THEFT                                      ;04/29/2020 12:00:00 AM;1100
220316030;08/30/2022 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;08/30/2020 12:00:00 AM;1625
230318023;10/06/2023 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;03/01/2020 12:00:00 AM;1
230313075;07/01/2023 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;01/01/2020 12:00:00 AM;1840
220321781;12/10/2022 12:00:00 AM;Southwest  ;THEFT OF IDENTITY                                       ;02/01/2020 12:00:00 AM;25
