DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status;Part 1-2;Crm Cd;Mocodes;Vict Descent;Premis Cd;Weapon Desc;Status Desc;LOCATION
221816337;08/25/2022 12:00:00 AM;Southeast  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;08/25/2022 12:00:00 AM;2000;18;1829;8;M;PARKING LOT                                 ;400;IC;1;230;1202 1822 0416 1258 0857;B;108;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;CENTURY                      BL
221821415;12/01/2022 12:00:00 AM;Southeast  ;ARSON                                                   ;12/01/2022 12:00:00 AM;258;18;1804;0;X;OTHER BUSINESS                              ;506;IC;1;648;1501;X;203;FIRE;Invest Cont;08600    AVALON                       BL
221822931;12/30/2022 12:00:00 AM;Southeast  ;BRANDISH WEAPON                                         ;12/30/2022 12:00:00 AM;1800;18;1842;39;F;SINGLE FAMILY DWELLING                      ;207;IC;1;761;2000 0913 1814 0334 0329;B;501;OTHER KNIFE;Invest Cont;400 W  109TH                        ST
221808258;03/28/2022 12:00:00 AM;Southeast  ;VIOLATION OF RESTRAINING ORDER                          ;03/28/2022 12:00:00 AM;1815;18;1881;21;F;SINGLE FAMILY DWELLING                      ;               ;AO;2;901;0913 2038 1814;H;501;;Adult Other;800 W  REDONDO BEACH                BL
221808167;03/26/2022 12:00:00 AM;Southeast  ;CONTEMPT OF COURT                                       ;03/26/2022 12:00:00 AM;2103;18;1834;43;F;SINGLE FAMILY DWELLING                      ;515;IC;2;903;2039 0913;H;501;PHYSICAL PRESENCE;Invest Cont;700 E  104TH                        ST
221815774;08/14/2022 12:00:00 AM;Southeast  ;VEHICLE - STOLEN                                        ;08/11/2022 12:00:00 AM;2200;18;1863;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;300 E  116TH                        PL
221815721;08/12/2022 12:00:00 AM;Southeast  ;BURGLARY                                                ;08/11/2022 12:00:00 AM;1100;18;1822;57;M;SINGLE FAMILY DWELLING                      ;               ;IC;1;310;1822 1601 0329 0344;B;501;;Invest Cont;9600 S  MAIN                         ST
221804822;01/18/2022 12:00:00 AM;Southeast  ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;01/15/2022 12:00:00 AM;1200;18;1801;28;M;SINGLE FAMILY DWELLING                      ;               ;IC;1;440;0344 2000 0913 1814;B;501;;Invest Cont;900 W  88TH                         ST
221820657;11/15/2022 12:00:00 AM;Southeast  ;THEFT, PERSON                                           ;11/15/2022 12:00:00 AM;400;18;1842;29;F;SINGLE FAMILY DWELLING                      ;400;IC;1;350;2000 0913 1813 1243 0416 0344;H;501;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;400 W  111TH                        ST
221817128;09/09/2022 12:00:00 AM;Southeast  ;VEHICLE - STOLEN                                        ;09/08/2022 12:00:00 AM;2200;18;1823;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;300 E  101ST                        ST
