DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
221907277;03/21/2022 12:00:00 AM;Mission    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 ;10/18/2020 12:00:00 AM;1400;19;1971;32;F;STREET                                      ;               ;AA
231905574;02/07/2023 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   ;02/03/2020 12:00:00 AM;2000;19;1969;23;F;STREET                                      ;500;IC
221906061;02/19/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;08/20/2020 12:00:00 AM;820;19;1961;33;F;SINGLE FAMILY DWELLING                      ;               ;IC
231905889;02/13/2023 12:00:00 AM;Mission    ;ROBBERY                                                 ;09/18/2020 12:00:00 AM;1;19;1964;18;F;SINGLE FAMILY DWELLING                      ;102;IC
211912351;08/23/2021 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;03/01/2020 12:00:00 AM;1200;19;1994;0; ;STREET                                      ;               ;IC
211906386;03/08/2021 12:00:00 AM;Mission    ;CONTEMPT OF COURT                                       ;08/20/2020 12:00:00 AM;900;19;1967;45;M;SINGLE FAMILY DWELLING                      ;               ;AO
221917817;12/12/2022 12:00:00 AM;Mission    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 ;11/08/2020 12:00:00 AM;305;19;1985;42;M;SINGLE FAMILY DWELLING                      ;               ;IC
221904163;01/05/2022 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;11/17/2020 12:00:00 AM;1150;19;1931;82;M;HOSPITAL                                    ;               ;IC
231911053;06/29/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;11/18/2020 12:00:00 AM;1200;19;1979;44;M;SINGLE FAMILY DWELLING                      ;               ;IC
231906447;02/28/2023 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 ;02/17/2020 12:00:00 AM;1200;19;1974;3;M;SINGLE FAMILY DWELLING                      ;301;AA
221908508;04/21/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;08/12/2020 12:00:00 AM;1200;19;1981;50;F;AUTO SALES LOT                              ;               ;IC
221910282;06/02/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;06/01/2020 12:00:00 AM;1200;19;1982;23;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
231909660;05/23/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;05/23/2020 12:00:00 AM;2030;19;1934;49;F;SINGLE FAMILY DWELLING                      ;               ;IC
211904165;01/05/2021 12:00:00 AM;Mission    ;ROBBERY                                                 ;12/31/2020 12:00:00 AM;2130;19;1993;51;M;STREET                                      ;400;IC
221904880;01/25/2022 12:00:00 AM;Mission    ;BATTERY WITH SEXUAL CONTACT                             ;06/01/2020 12:00:00 AM;1;19;1913;40;F;SINGLE FAMILY DWELLING                      ;400;AO
231906153;02/20/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;12/18/2020 12:00:00 AM;2151;19;1967;59;M;SINGLE FAMILY DWELLING                      ;               ;IC
221907278;03/21/2022 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;10/18/2020 12:00:00 AM;1400;19;1993;32;F;SINGLE FAMILY DWELLING                      ;400;AA
221915679;10/13/2022 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             ;01/01/2020 12:00:00 AM;1200;19;1959;7;M;VEHICLE, PASSENGER/TRUCK                    ;200;AA
201917386;11/23/2020 12:00:00 AM;Mission    ;OTHER MISCELLANEOUS CRIME                               ;11/23/2020 12:00:00 AM;730;19;1959;65;F;STREET                                      ;               ;IC
221914445;09/14/2022 12:00:00 AM;Mission    ;BATTERY WITH SEXUAL CONTACT                             ;01/01/2020 12:00:00 AM;1200;19;1998;72;F;SINGLE FAMILY DWELLING                      ;400;AO
221911305;06/27/2022 12:00:00 AM;Mission    ;RAPE, FORCIBLE                                          ;06/16/2020 12:00:00 AM;2200;19;1908;21;F;SINGLE FAMILY DWELLING                      ;400;IC
201904694;01/16/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;01/15/2020 12:00:00 AM;2130;19;1901;0; ;STREET                                      ;               ;IC
