DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status;Part 1-2;Crm Cd;Mocodes;Vict Descent;Premis Cd;Weapon Desc;Status Desc;LOCATION
210817338;11/30/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;11/12/2021 12:00:00 AM;1400;8;852;20;M;STREET                                      ;               ;IC;2;740;0329 1822;Z;101;;Invest Cont;1500    BROCKTON                     AV
210812896;08/17/2021 12:00:00 AM;West LA    ;INDECENT EXPOSURE                                       ;03/07/2021 12:00:00 AM;2200;8;852;29;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;2;850;0913 2034 0528 0529 0536 0538 1820;H;502;;Invest Cont;1700    BROCKTON                     AV
210810607;06/19/2021 12:00:00 AM;West LA    ;THEFT OF IDENTITY                                       ;03/31/2021 12:00:00 AM;1200;8;836;56;M;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;0100 0930 1822;W;501;;Invest Cont;1800    THAYER                       AV
210812562;08/07/2021 12:00:00 AM;West LA    ;BATTERY - SIMPLE ASSAULT                                ;08/07/2021 12:00:00 AM;2315;8;851;27;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;IC;2;624;0400 0416 1820;W;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;1500    AMHERST                      AV
210817448;12/09/2021 12:00:00 AM;West LA    ;VEHICLE - STOLEN                                        ;12/08/2021 12:00:00 AM;1400;8;893;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;11200    PEARL                        ST
210814651;09/28/2021 12:00:00 AM;West LA    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;09/28/2021 12:00:00 AM;1117;8;807;33;M;SINGLE FAMILY DWELLING                      ;               ;IC;1;440;0344 0394 1822;W;501;;Invest Cont;700 N  BEVERLY GLEN                 BL
210809580;05/23/2021 12:00:00 AM;West LA    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;05/23/2021 12:00:00 AM;430;8;842;40;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO;1;230;0913 0361 0603 0444;W;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Other;1200    FEDERAL                      AV
210815351;10/17/2021 12:00:00 AM;West LA    ;BURGLARY FROM VEHICLE                                   ;10/04/2021 12:00:00 AM;1730;8;889;56;M;DRIVEWAY                                    ;               ;IC;1;330;0344 1822;W;104;;Invest Cont;2000 S  SHERBOURNE                   DR
210806054;02/21/2021 12:00:00 AM;West LA    ;OTHER MISCELLANEOUS CRIME                               ;02/21/2021 12:00:00 AM;50;8;881;0;X;STREET                                      ;               ;IC;2;946;1501 1309 1822 0202;X;101;;Invest Cont;BARRINGTON
210809775;05/28/2021 12:00:00 AM;West LA    ;BURGLARY FROM VEHICLE                                   ;05/28/2021 12:00:00 AM;1630;8;802;61;F;STREET                                      ;               ;IC;1;330;1202 0352 0344 1307;W;101;;Invest Cont;WILL ROGERS STATE PARK
210808819;04/30/2021 12:00:00 AM;West LA    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;04/29/2021 12:00:00 AM;2100;8;835;26;F;PARKING UNDERGROUND/BUILDING                ;               ;IC;1;420;1606 0344 1822 0377;X;123;;Invest Cont;1900    GLENDON                      AV
210815396;10/19/2021 12:00:00 AM;West LA    ;THEFT OF IDENTITY                                       ;10/03/2021 12:00:00 AM;127;8;889;31;F;BANK                                        ;               ;IC;2;354;1822 0922 0929 0930;H;602;;Invest Cont;1800 S  LA CIENEGA                   BL
210812360;08/02/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;07/21/2021 12:00:00 AM;2100;8;835;50;F;VEHICLE, PASSENGER/TRUCK                    ;               ;IC;2;740;0329;W;122;;Invest Cont;1900    MIDVALE                      AV
210811501;07/11/2021 12:00:00 AM;West LA    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;07/10/2021 12:00:00 AM;1830;8;852;26;M;STREET                                      ;               ;IC;1;420;0344 0385 1822;W;101;;Invest Cont;1600    ARMACOST                     AV
210817165;12/01/2021 12:00:00 AM;West LA    ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              ;10/15/2021 12:00:00 AM;5;8;853;0; ;OTHER BUSINESS                              ;               ;IC;2;668;;;203;;Invest Cont;11300    NEBRASKA                     AV
210816771;11/19/2021 12:00:00 AM;West LA    ;TRESPASSING                                             ;11/19/2021 12:00:00 AM;830;8;836;55;M;SINGLE FAMILY DWELLING                      ;               ;IC;2;888;1501 1822;O;501;;Invest Cont;2000    THAYER                       AV
210805795;02/14/2021 12:00:00 AM;West LA    ;INDECENT EXPOSURE                                       ;02/14/2021 12:00:00 AM;1750;8;833;25;F;OTHER BUSINESS                              ;400;IC;2;850;0529 0538;W;203;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;OHIO
